date,exchange_rate_usd_gtq,official_super_gtq,official_regular_gtq,official_diesel_gtq
2024-03-06,7.81174,32.89,31.4,30.7
2024-03-07,7.80744,32.89,31.4,30.7
2024-03-08,7.80954,32.89,31.4,30.7
2024-03-09,7.80954,32.89,31.4,30.7
2024-03-10,7.80954,32.89,31.4,30.7
2024-03-11,7.80453,33.42,31.92,30.15
2024-03-12,7.80502,33.42,31.92,30.15
2024-03-13,7.80439,33.42,31.92,30.15
2024-03-14,7.80143,33.42,31.92,30.15
2024-03-15,7.80777,33.42,31.92,30.15
2024-03-16,7.80777,33.42,31.92,30.15
2024-03-17,7.80777,33.42,31.92,30.15
2024-03-18,7.80118,34.46,32.96,29.56
2024-03-19,7.79934,34.46,32.96,29.56
2024-03-20,7.79631,34.46,32.96,29.56
2024-03-21,7.79873,34.46,32.96,29.56
2024-03-22,7.80164,34.46,32.96,29.56
2024-03-23,7.80164,34.46,32.96,29.56
2024-03-24,7.80164,34.46,32.96,29.56
2024-03-25,7.79277,34.95,33.4,29.48
2024-03-26,7.79012,34.95,33.4,29.48
2024-03-27,7.79165,34.95,33.4,29.48
2024-03-28,7.79165,34.95,33.4,29.48
2024-03-29,7.79165,34.95,33.4,29.48
2024-03-30,7.79165,34.95,33.4,29.48
2024-03-31,7.79165,34.95,33.4,29.48
2024-04-01,7.79234,34.98,33.48,29.48
2024-04-02,7.78814,34.98,33.48,29.48
2024-04-03,7.79092,34.98,33.48,29.48
2024-04-04,7.78751,34.98,33.48,29.48
2024-04-05,7.7854,34.98,33.48,29.48
2024-04-06,7.7854,34.98,33.48,29.48
2024-04-07,7.7854,34.98,33.48,29.48
2024-04-08,7.78505,35.64,34.14,30.21
2024-04-09,7.77785,35.64,34.14,30.21
2024-04-10,7.78365,35.64,34.14,30.21
2024-04-11,7.78253,35.64,34.14,30.21
2024-04-12,7.77944,35.64,34.14,30.21
2024-04-13,7.77944,35.64,34.14,30.21
2024-04-14,7.77944,35.64,34.14,30.21
2024-04-15,7.77181,35.68,34.18,30.17
2024-04-16,7.77527,35.68,34.18,30.17
2024-04-17,7.77342,35.68,34.18,30.17
2024-04-18,7.77951,35.68,34.18,30.17
2024-04-19,7.77815,35.68,34.18,30.17
2024-04-20,7.77815,35.68,34.18,30.17
2024-04-21,7.77815,35.68,34.18,30.17
2024-04-22,7.77084,35.17,33.67,29.81
2024-04-23,7.77111,35.17,33.67,29.81
2024-04-24,7.78057,35.17,33.67,29.81
2024-04-25,7.7753,35.17,33.67,29.81
2024-04-26,7.77641,35.17,33.67,29.81
2024-04-27,7.77641,35.17,33.67,29.81
2024-04-28,7.77641,35.17,33.67,29.81
2024-04-29,7.77011,34.51,33.06,29.24
2024-04-30,7.77182,34.51,33.06,29.24
2024-05-01,7.77182,34.51,33.06,29.24
2024-05-02,7.7732,34.51,33.06,29.24
2024-05-03,7.77465,34.51,33.06,29.24
2024-05-04,7.77465,34.51,33.06,29.24
2024-05-05,7.77465,34.51,33.06,29.24
2024-05-06,7.76736,34.17,32.67,28.86
2024-05-07,7.76738,34.17,32.67,28.86
2024-05-08,7.76697,34.17,32.67,28.86
2024-05-09,7.76473,34.17,32.67,28.86
2024-05-10,7.76748,34.17,32.67,28.86
2024-05-11,7.76748,34.17,32.67,28.86
2024-05-12,7.76748,34.17,32.67,28.86
2024-05-13,7.76288,33.61,32.11,28.3
2024-05-14,7.76071,33.61,32.11,28.3
2024-05-15,7.76407,33.61,32.11,28.3
2024-05-16,7.77139,33.61,32.11,28.3
2024-05-17,7.76584,33.61,32.11,28.3
2024-05-18,7.76584,33.61,32.11,28.3
2024-05-19,7.76584,33.61,32.11,28.3
2024-05-20,7.75929,33.01,31.51,27.88
2024-05-21,7.76599,33.01,31.51,27.88
2024-05-22,7.76775,33.01,31.51,27.88
2024-05-23,7.76412,33.01,31.51,27.88
2024-05-24,7.77052,33.01,31.51,27.88
2024-05-25,7.77052,33.01,31.51,27.88
2024-05-26,7.77052,33.01,31.51,27.88
2024-05-27,7.76498,32.88,31.37,27.63
2024-05-28,7.7674,32.88,31.37,27.63
2024-05-29,7.77129,32.88,31.37,27.63
2024-05-30,7.76909,32.88,31.37,27.63
2024-05-31,7.76756,32.88,31.37,27.63
2024-06-01,7.76756,32.88,31.37,27.63
2024-06-02,7.76756,32.88,31.37,27.63
2024-06-03,7.76374,32.51,31.01,27.31
2024-06-04,7.7685,32.51,31.01,27.31
2024-06-05,7.76761,32.51,31.01,27.31
2024-06-06,7.76844,32.51,31.01,27.31
2024-06-07,7.76638,32.51,31.01,27.31
2024-06-08,7.76638,32.51,31.01,27.31
2024-06-09,7.76638,32.51,31.01,27.31
2024-06-10,7.76241,32.38,30.88,27.18
2024-06-11,7.76323,32.38,30.88,27.18
2024-06-12,7.7621,32.38,30.88,27.18
2024-06-13,7.76371,32.38,30.88,27.18
2024-06-14,7.76989,32.38,30.88,27.18
2024-06-15,7.76989,32.38,30.88,27.18
2024-06-16,7.76989,32.38,30.88,27.18
2024-06-17,7.75552,32.38,30.88,27.56
2024-06-18,7.75549,32.38,30.88,27.56
2024-06-19,7.75478,32.38,30.88,27.56
2024-06-20,7.76354,32.38,30.88,27.56
2024-06-21,7.7656,32.38,30.88,27.56
2024-06-22,7.7656,32.38,30.88,27.56
2024-06-23,7.7656,32.38,30.88,27.56
2024-06-24,7.75704,32.4,30.91,27.68
2024-06-25,7.76527,32.4,30.91,27.68
2024-06-26,7.76529,32.4,30.91,27.68
2024-06-27,7.76874,32.4,30.91,27.68
2024-06-28,7.76874,32.4,30.91,27.68
2024-06-29,7.76874,32.4,30.91,27.68
2024-06-30,7.76874,32.4,30.91,27.68
2024-07-01,7.76874,32.4,30.91,27.68
2024-07-02,7.76071,32.4,30.91,27.68
2024-07-03,7.76488,32.67,31.17,28.53
2024-07-04,7.76514,32.67,31.17,28.53
2024-07-05,7.76235,32.67,31.17,28.53
2024-07-06,7.76235,32.67,31.17,28.53
2024-07-07,7.76235,32.67,31.17,28.53
2024-07-08,7.75548,32.68,31.17,28.16
2024-07-09,7.75396,32.68,31.17,28.16
2024-07-10,7.75632,32.68,31.17,28.16
2024-07-11,7.76475,32.68,31.17,28.16
2024-07-12,7.75719,32.68,31.17,28.16
2024-07-13,7.75719,32.68,31.17,28.16
2024-07-14,7.75719,32.68,31.17,28.16
2024-07-15,7.74966,33.23,31.73,28.55
2024-07-16,7.7493,33.23,31.73,28.55
2024-07-17,7.75223,33.23,31.73,28.55
2024-07-18,7.75657,33.23,31.73,28.55
2024-07-19,7.7559,33.23,31.73,28.55
2024-07-20,7.7559,33.23,31.73,28.55
2024-07-21,7.7559,33.23,31.73,28.55
2024-07-22,7.74805,32.79,31.29,28.09
2024-07-23,7.75022,32.79,31.29,28.09
2024-07-24,7.74953,32.79,31.29,28.09
2024-07-25,7.7497,32.79,31.29,28.09
2024-07-26,7.74973,32.79,31.29,28.09
2024-07-27,7.74973,32.79,31.29,28.09
2024-07-28,7.74973,32.79,31.29,28.09
2024-07-29,7.74729,32.63,31.13,27.93
2024-07-30,7.74698,32.63,31.13,27.93
2024-07-31,7.74578,32.63,31.13,27.93
2024-08-01,7.748,32.63,31.13,27.93
2024-08-02,7.7481,32.63,31.13,27.93
2024-08-03,7.7481,32.63,31.13,27.93
2024-08-04,7.7481,32.63,31.13,27.93
2024-08-05,7.74023,32.65,31.14,27.8
2024-08-06,7.74562,32.65,31.14,27.8
2024-08-07,7.74402,32.65,31.14,27.8
2024-08-08,7.74514,32.65,31.14,27.8
2024-08-09,7.74681,32.65,31.14,27.8
2024-08-10,7.74681,32.65,31.14,27.8
2024-08-11,7.74681,32.65,31.14,27.8
2024-08-12,7.73554,32.9,31.41,27.34
2024-08-13,7.73543,32.9,31.41,27.34
2024-08-14,7.74082,32.9,31.41,27.34
2024-08-15,7.74082,32.9,31.41,27.34
2024-08-16,7.73432,32.9,31.41,27.34
2024-08-17,7.73432,32.9,31.41,27.34
2024-08-18,7.73432,32.9,31.41,27.34
2024-08-19,7.73125,32.96,31.46,27.31
2024-08-20,7.73326,32.96,31.46,27.31
2024-08-21,7.73353,32.96,31.46,27.31
2024-08-22,7.73165,32.96,31.46,27.31
2024-08-23,7.73339,32.96,31.46,27.31
2024-08-24,7.73339,32.96,31.46,27.31
2024-08-25,7.73339,32.96,31.46,27.31
2024-08-26,7.72897,32.28,30.78,27.24
2024-08-27,7.72742,32.28,30.78,27.24
2024-08-28,7.72815,32.28,30.78,27.24
2024-08-29,7.73314,32.28,30.78,27.24
2024-08-30,7.7291,32.28,30.78,27.24
2024-08-31,7.7291,32.28,30.78,27.24
2024-09-01,7.7291,32.28,30.78,27.24
2024-09-02,7.72243,31.71,30.21,27.2
2024-09-03,7.7346,31.71,30.21,27.2
2024-09-04,7.732,31.71,30.21,27.2
2024-09-05,7.7328,31.71,30.21,27.2
2024-09-06,7.732,31.71,30.21,27.2
2024-09-07,7.732,31.71,30.21,27.2
2024-09-08,7.732,31.71,30.21,27.2
2024-09-09,7.72955,31.18,29.68,26.91
2024-09-10,7.72589,31.18,29.68,26.91
2024-09-11,7.73298,31.18,29.68,26.91
2024-09-12,7.73105,31.18,29.68,26.91
2024-09-13,7.72928,31.18,29.68,26.91
2024-09-14,7.72928,31.18,29.68,26.91
2024-09-15,7.72928,31.18,29.68,26.91
2024-09-16,7.72928,31.18,29.68,26.91
2024-09-17,7.72224,30.01,28.51,25.98
2024-09-18,7.72825,30.01,28.51,25.98
2024-09-19,7.72875,30.01,28.51,25.98
2024-09-20,7.72859,30.01,28.51,25.98
2024-09-21,7.72859,30.01,28.51,25.98
2024-09-22,7.72859,30.01,28.51,25.98
2024-09-23,7.729,29.51,27.99,25.5
2024-09-24,7.72542,29.51,27.99,25.5
2024-09-25,7.72828,29.51,27.99,25.5
2024-09-26,7.7314,29.51,27.99,25.5
2024-09-27,7.73184,29.51,27.99,25.5
2024-09-28,7.73184,29.51,27.99,25.5
2024-09-29,7.73184,29.51,27.99,25.5
2024-09-30,7.72348,29.5,28.0,25.5
2024-10-01,7.72798,29.5,28.0,25.5
2024-10-02,7.7323,29.5,28.0,25.5
2024-10-03,7.73136,29.5,28.0,25.5
2024-10-04,7.73079,29.5,28.0,25.5
2024-10-05,7.73079,29.5,28.0,25.5
2024-10-06,7.73079,29.5,28.0,25.5
2024-10-07,7.72646,29.16,27.66,25.43
2024-10-08,7.7254,29.16,27.66,25.43
2024-10-09,7.72718,29.16,27.66,25.43
2024-10-10,7.72795,29.16,27.66,25.43
2024-10-11,7.72795,29.16,27.66,25.43
2024-10-12,7.72795,29.16,27.66,25.43
2024-10-13,7.72795,29.16,27.66,25.43
2024-10-14,7.72533,30.48,29.01,26.77
2024-10-15,7.73074,30.48,29.01,26.77
2024-10-16,7.72643,30.48,29.01,26.77
2024-10-17,7.72785,30.48,29.01,26.77
2024-10-18,7.7277,30.48,29.01,26.77
2024-10-19,7.7277,30.48,29.01,26.77
2024-10-20,7.7277,30.48,29.01,26.77
2024-10-21,7.7277,30.48,29.01,26.77
2024-10-22,7.72536,30.11,28.62,26.39
2024-10-23,7.72628,30.11,28.62,26.39
2024-10-24,7.73108,30.11,28.62,26.39
2024-10-25,7.72565,30.11,28.62,26.39
2024-10-26,7.72565,30.11,28.62,26.39
2024-10-27,7.72565,30.11,28.62,26.39
2024-10-28,7.72412,29.98,28.48,26.28
2024-10-29,7.722,29.98,28.48,26.28
2024-10-30,7.72354,29.98,28.48,26.28
2024-10-31,7.72505,29.98,28.48,26.28
2024-11-01,7.72505,29.98,28.48,26.28
2024-11-02,7.72505,29.98,28.48,26.28
2024-11-03,7.72505,29.98,28.48,26.28
2024-11-04,7.72288,29.0,27.49,25.65
2024-11-05,7.72253,29.0,27.49,25.65
2024-11-06,7.7222,29.0,27.49,25.65
2024-11-07,7.72371,29.0,27.49,25.65
2024-11-08,7.72169,29.0,27.49,25.65
2024-11-09,7.72169,29.0,27.49,25.65
2024-11-10,7.72169,29.0,27.49,25.65
2024-11-11,7.72037,28.88,27.37,25.58
2024-11-12,7.72304,28.88,27.37,25.58
2024-11-13,7.71791,28.88,27.37,25.58
2024-11-14,7.71951,28.88,27.37,25.58
2024-11-15,7.72007,28.88,27.37,25.58
2024-11-16,7.72007,28.88,27.37,25.58
2024-11-17,7.72007,28.88,27.37,25.58
2024-11-18,7.71604,28.88,27.37,25.6
2024-11-19,7.71501,28.88,27.37,25.6
2024-11-20,7.71446,28.88,27.37,25.6
2024-11-21,7.71485,28.88,27.37,25.6
2024-11-22,7.7167,28.88,27.37,25.6
2024-11-23,7.7167,28.88,27.37,25.6
2024-11-24,7.7167,28.88,27.37,25.6
2024-11-25,7.71178,28.93,27.43,25.61
2024-11-26,7.71033,28.93,27.43,25.61
2024-11-27,7.71188,28.93,27.43,25.61
2024-11-28,7.71515,28.93,27.43,25.61
2024-11-29,7.7174,28.93,27.43,25.61
2024-11-30,7.7174,28.93,27.43,25.61
2024-12-01,7.7174,28.93,27.43,25.61
2024-12-02,7.70966,28.88,27.38,25.58
2024-12-03,7.71186,28.88,27.38,25.58
2024-12-04,7.70941,28.88,27.38,25.58
2024-12-05,7.70902,28.88,27.38,25.58
2024-12-06,7.70342,28.88,27.38,25.58
2024-12-07,7.70342,28.88,27.38,25.58
2024-12-08,7.70342,28.88,27.38,25.58
2024-12-09,7.70188,28.33,26.82,24.89
2024-12-10,7.69994,28.33,26.82,24.89
2024-12-11,7.70013,28.33,26.82,24.89
2024-12-12,7.69986,28.33,26.82,24.89
2024-12-13,7.69824,28.33,26.82,24.89
2024-12-14,7.69824,28.33,26.82,24.89
2024-12-15,7.69824,28.33,26.82,24.89
2024-12-16,7.69433,28.41,26.91,24.99
2024-12-17,7.69624,28.41,26.91,24.99
2024-12-18,7.69708,28.41,26.91,24.99
2024-12-19,7.70174,28.41,26.91,24.99
2024-12-20,7.70255,28.41,26.91,24.99
2024-12-21,7.70255,28.41,26.91,24.99
2024-12-22,7.70255,28.41,26.91,24.99
2024-12-23,7.69885,28.41,26.91,24.99
2024-12-24,7.69903,28.41,26.91,24.99
2024-12-25,7.69903,28.41,26.91,24.99
2024-12-26,7.7143,28.99,27.49,25.51
2024-12-27,7.70694,28.99,27.49,25.51
2024-12-28,7.70694,28.99,27.49,25.51
2024-12-29,7.70694,28.99,27.49,25.51
2024-12-30,7.70625,28.95,27.45,25.47
2024-12-31,7.70625,28.95,27.45,25.47
2025-01-01,7.70625,28.95,27.45,25.47
2025-01-02,7.7074,28.95,27.45,25.47
2025-01-03,7.70971,28.95,27.45,25.47
2025-01-04,7.70971,28.95,27.45,25.47
2025-01-05,7.70971,28.95,27.45,25.47
2025-01-06,7.71223,29.56,28.05,26.18
2025-01-07,7.70822,29.56,28.05,26.18
2025-01-08,7.70952,29.56,28.05,26.18
2025-01-09,7.70991,29.56,28.05,26.18
2025-01-10,7.71076,29.56,28.05,26.18
2025-01-11,7.71076,29.56,28.05,26.18
2025-01-12,7.71076,29.56,28.05,26.18
2025-01-13,7.70577,30.14,28.63,26.75
2025-01-14,7.71404,30.14,28.63,26.75
2025-01-15,7.7122,30.14,28.63,26.75
2025-01-16,7.71373,30.14,28.63,26.75
2025-01-17,7.71479,30.14,28.63,26.75
2025-01-18,7.71479,30.14,28.63,26.75
2025-01-19,7.71479,30.14,28.63,26.75
2025-01-20,7.70874,30.63,29.12,27.74
2025-01-21,7.71962,30.63,29.12,27.74
2025-01-22,7.71683,30.63,29.12,27.74
2025-01-23,7.72003,30.63,29.12,27.74
2025-01-24,7.72698,30.63,29.12,27.74
2025-01-25,7.72698,30.63,29.12,27.74
2025-01-26,7.72698,30.63,29.12,27.74
2025-01-27,7.72149,30.61,29.11,27.73
2025-01-28,7.72616,30.61,29.11,27.73
2025-01-29,7.73143,30.61,29.11,27.73
2025-01-30,7.726,30.61,29.11,27.73
2025-01-31,7.73299,30.61,29.11,27.73
2025-02-01,7.73299,30.61,29.11,27.73
2025-02-02,7.73299,30.61,29.11,27.73
2025-02-03,7.72177,30.67,28.18,27.79
2025-02-04,7.72169,30.67,28.18,27.79
2025-02-05,7.72205,30.67,28.18,27.79
2025-02-06,7.7224,30.67,28.18,27.79
2025-02-07,7.71659,30.67,28.18,27.79
2025-02-08,7.71659,30.67,28.18,27.79
2025-02-09,7.71659,30.67,28.18,27.79
2025-02-10,7.71619,30.17,28.66,27.02
2025-02-11,7.71252,30.17,28.66,27.02
2025-02-12,7.71307,30.17,28.66,27.02
2025-02-13,7.71346,30.17,28.66,27.02
2025-02-14,7.71059,30.17,28.66,27.02
2025-02-15,7.71059,30.17,28.66,27.02
2025-02-16,7.71059,30.17,28.66,27.02
2025-02-17,7.70364,30.69,29.18,27.58
2025-02-18,7.71458,30.69,29.18,27.58
2025-02-19,7.70967,30.69,29.18,27.58
2025-02-20,7.71097,30.69,29.18,27.58
2025-02-21,7.7105,30.69,29.18,27.58
2025-02-22,7.7105,30.69,29.18,27.58
2025-02-23,7.7105,30.69,29.18,27.58
2025-02-24,7.70726,30.76,29.26,27.67
2025-02-25,7.70956,30.76,29.26,27.67
2025-02-26,7.70984,30.76,29.26,27.67
2025-02-27,7.71006,30.76,29.26,27.67
2025-02-28,7.71145,30.76,29.26,27.67
2025-03-01,7.71145,30.76,29.26,27.67
2025-03-02,7.71145,30.76,29.26,27.67
2025-03-03,7.70822,30.76,29.26,27.67
2025-03-04,7.70594,30.76,29.26,27.67
2025-03-05,7.70554,30.76,29.26,27.67
2025-03-06,7.70344,30.76,29.26,27.67
2025-03-07,7.70675,30.76,29.26,27.67
2025-03-08,7.70675,30.76,29.26,27.67
2025-03-09,7.70675,30.76,29.26,27.67
2025-03-10,7.70193,29.88,28.39,26.81
2025-03-11,7.70245,29.88,28.39,26.81
2025-03-12,7.70197,29.88,28.39,26.81
2025-03-13,7.70471,29.88,28.39,26.81
2025-03-14,7.70309,29.88,28.39,26.81
2025-03-15,7.70309,29.88,28.39,26.81
2025-03-16,7.70309,29.88,28.39,26.81
2025-03-17,7.6965,29.68,28.17,26.08
2025-03-18,7.70049,29.68,28.17,26.08
2025-03-19,7.70297,29.68,28.17,26.08
2025-03-20,7.70833,29.68,28.17,26.08
2025-03-21,7.70247,29.68,28.17,26.08
2025-03-22,7.70247,29.68,28.17,26.08
2025-03-23,7.70247,29.68,28.17,26.08
2025-03-24,7.69863,30.39,28.89,25.76
2025-03-25,7.70482,30.39,28.89,25.76
2025-03-26,7.70661,30.39,28.89,25.76
2025-03-27,7.71033,30.39,28.89,25.76
2025-03-28,7.71525,30.39,28.89,25.76
2025-03-29,7.71525,30.39,28.89,25.76
2025-03-30,7.71525,30.39,28.89,25.76
2025-03-31,7.71165,30.53,29.05,25.79
2025-04-01,7.709,30.53,29.05,25.79
2025-04-02,7.71183,30.53,29.05,25.79
2025-04-03,7.71417,30.53,29.05,25.79
2025-04-04,7.71527,30.53,29.05,25.79
2025-04-05,7.71527,30.53,29.05,25.79
2025-04-06,7.71527,30.53,29.05,25.79
2025-04-07,7.70781,31.27,29.77,26.19
2025-04-08,7.70581,31.27,29.77,26.19
2025-04-09,7.7076,31.27,29.77,26.19
2025-04-10,7.70777,31.27,29.77,26.19
2025-04-11,7.70762,31.27,29.77,26.19
2025-04-12,7.70762,31.27,29.77,26.19
2025-04-13,7.70762,31.27,29.77,26.19
2025-04-14,7.70144,30.49,28.98,25.68
2025-04-15,7.69948,30.49,28.98,25.68
2025-04-16,7.69461,30.49,28.98,25.68
2025-04-17,7.69461,30.49,28.98,25.68
2025-04-18,7.69461,30.49,28.98,25.68
2025-04-19,7.69461,30.49,28.98,25.68
2025-04-20,7.69461,30.49,28.98,25.68
2025-04-21,7.69504,30.29,28.79,25.5
2025-04-22,7.69483,30.29,28.79,25.5
2025-04-23,7.69532,30.29,28.79,25.5
2025-04-24,7.69615,30.29,28.79,25.5
2025-04-25,7.69727,30.29,28.79,25.5
2025-04-26,7.69727,30.29,28.79,25.5
2025-04-27,7.69727,30.29,28.79,25.5
2025-04-28,7.69285,29.97,28.47,25.18
2025-04-29,7.69262,29.97,28.47,25.18
2025-04-30,7.69361,29.97,28.47,25.18
2025-05-01,7.69361,29.97,28.47,25.18
2025-05-02,7.69041,29.97,28.47,25.18
2025-05-03,7.69041,29.97,28.47,25.18
2025-05-04,7.69041,29.97,28.47,25.18
2025-05-05,7.68858,29.78,28.28,25.01
2025-05-06,7.68459,29.78,28.28,25.01
2025-05-07,7.68509,29.78,28.28,25.01
2025-05-08,7.68441,29.78,28.28,25.01
2025-05-09,7.68158,29.78,28.28,25.01
2025-05-10,7.68158,29.78,28.28,25.01
2025-05-11,7.68158,29.78,28.28,25.01
2025-05-12,7.6773,29.59,28.09,24.8
2025-05-13,7.67618,29.59,28.09,24.8
2025-05-14,7.67629,29.59,28.09,24.8
2025-05-15,7.67016,29.59,28.09,24.8
2025-05-16,7.67105,29.59,28.09,24.8
2025-05-17,7.67105,29.59,28.09,24.8
2025-05-18,7.67105,29.59,28.09,24.8
2025-05-19,7.6679,30.23,28.72,25.26
2025-05-20,7.66602,30.23,28.72,25.26
2025-05-21,7.6669,30.23,28.72,25.26
2025-05-22,7.66641,30.23,28.72,25.26
2025-05-23,7.66589,30.23,28.72,25.26
2025-05-24,7.66589,30.23,28.72,25.26
2025-05-25,7.66589,30.23,28.72,25.26
2025-05-26,7.66417,30.25,28.75,25.27
2025-05-27,7.68108,30.25,28.75,25.27
2025-05-28,7.67136,30.25,28.75,25.27
2025-05-29,7.67429,30.25,28.75,25.27
2025-05-30,7.67644,30.25,28.75,25.27
2025-05-31,7.67644,30.25,28.75,25.27
2025-06-01,7.67644,30.25,28.75,25.27
2025-06-02,7.67568,30.16,28.63,25.2
2025-06-03,7.67867,30.16,28.63,25.2
2025-06-04,7.67883,30.16,28.63,25.2
2025-06-05,7.68322,30.16,28.63,25.2
2025-06-06,7.68243,30.16,28.63,25.2
2025-06-07,7.68243,30.16,28.63,25.2
2025-06-08,7.68243,30.16,28.63,25.2
2025-06-09,7.68288,30.0,28.49,25.03
2025-06-10,7.68286,30.0,28.49,25.03
2025-06-11,7.68298,30.0,28.49,25.03
2025-06-12,7.68324,30.0,28.49,25.03
2025-06-13,7.6834,30.0,28.49,25.03
2025-06-14,7.6834,30.0,28.49,25.03
2025-06-15,7.6834,30.0,28.49,25.03
2025-06-16,7.67753,29.93,28.4,24.87
2025-06-17,7.67815,29.93,28.4,24.87
2025-06-18,7.68159,29.93,28.4,24.87
2025-06-19,7.68084,29.93,28.4,24.87
2025-06-20,7.68576,29.93,28.4,24.87
2025-06-21,7.68576,29.93,28.4,24.87
2025-06-22,7.68576,29.93,28.4,24.87
2025-06-23,7.68214,30.97,29.47,26.99
2025-06-24,7.68316,30.97,29.47,26.99
2025-06-25,7.68313,30.97,29.47,26.99
2025-06-26,7.68448,30.97,29.47,26.99
2025-06-27,7.68448,30.97,29.47,26.99
2025-06-28,7.68448,30.97,29.47,26.99
2025-06-29,7.68448,30.97,29.47,26.99
2025-06-30,7.68448,30.97,29.47,26.99
2025-07-01,7.68097,30.97,29.47,26.99
2025-07-02,7.68015,30.96,29.47,26.96
2025-07-03,7.68075,30.96,29.47,26.96
2025-07-04,7.67646,30.96,29.47,26.96
2025-07-05,7.67646,30.96,29.47,26.96
2025-07-06,7.67646,30.96,29.47,26.96
2025-07-07,7.67741,30.98,29.49,27.0
2025-07-08,7.67402,30.98,29.49,27.0
2025-07-09,7.6722,30.98,29.49,27.0
2025-07-10,7.67559,30.98,29.49,27.0
2025-07-11,7.67358,30.98,29.49,27.0
2025-07-12,7.67358,30.98,29.49,27.0
2025-07-13,7.67358,30.98,29.49,27.0
2025-07-14,7.66871,30.5,29.04,26.97
2025-07-15,7.66769,30.5,29.04,26.97
2025-07-16,7.67129,30.5,29.04,26.97
2025-07-17,7.67186,30.5,29.04,26.97
2025-07-18,7.67263,30.5,29.04,26.97
2025-07-19,7.67263,30.5,29.04,26.97
2025-07-20,7.67263,30.5,29.04,26.97
2025-07-21,7.66841,30.47,28.97,27.44
2025-07-22,7.66838,30.47,28.97,27.44
2025-07-23,7.67106,30.47,28.97,27.44
2025-07-24,7.67278,30.47,28.97,27.44
2025-07-25,7.67529,30.47,28.97,27.44
2025-07-26,7.67529,30.47,28.97,27.44
2025-07-27,7.67529,30.47,28.97,27.44
2025-07-28,7.67099,30.47,28.97,27.46
2025-07-29,7.66989,30.47,28.97,27.46
2025-07-30,7.67033,30.47,28.97,27.46
2025-07-31,7.66887,30.47,28.97,27.46
2025-08-01,7.66753,30.47,28.97,27.46
2025-08-02,7.66753,30.47,28.97,27.46
2025-08-03,7.66753,30.47,28.97,27.46
2025-08-04,7.66566,30.46,28.96,27.44
2025-08-05,7.66537,30.46,28.96,27.44
2025-08-06,7.66715,30.46,28.96,27.44
2025-08-07,7.66553,30.46,28.96,27.44
2025-08-08,7.66278,30.46,28.96,27.44
2025-08-09,7.66278,30.46,28.96,27.44
2025-08-10,7.66278,30.46,28.96,27.44
2025-08-11,7.66137,30.44,28.94,26.88
2025-08-12,7.66069,30.44,28.94,26.88
2025-08-13,7.66599,30.44,28.94,26.88
2025-08-14,7.66325,30.44,28.94,26.88
2025-08-15,7.66325,30.44,28.94,26.88
2025-08-16,7.66325,30.44,28.94,26.88
2025-08-17,7.66325,30.44,28.94,26.88
2025-08-18,7.6585,30.13,28.65,26.58
2025-08-19,7.65775,30.13,28.65,26.58
2025-08-20,7.66252,30.13,28.65,26.58
2025-08-21,7.66018,30.13,28.65,26.58
2025-08-22,7.66004,30.13,28.65,26.58
2025-08-23,7.66004,30.13,28.65,26.58
2025-08-24,7.66004,30.13,28.65,26.58
2025-08-25,7.65717,30.04,28.54,26.06
2025-08-26,7.65724,30.04,28.54,26.06
2025-08-27,7.65956,30.04,28.54,26.06
2025-08-28,7.65985,30.04,28.54,26.06
2025-08-29,7.66073,30.04,28.54,26.06
2025-08-30,7.66073,30.04,28.54,26.06
2025-08-31,7.66073,30.04,28.54,26.06
2025-09-01,7.65577,30.04,28.56,26.01
2025-09-02,7.66363,30.04,28.56,26.01
2025-09-03,7.66205,30.04,28.56,26.01
2025-09-04,7.66171,30.04,28.56,26.01
2025-09-05,7.66091,30.04,28.56,26.01
2025-09-06,7.66091,30.04,28.56,26.01
2025-09-07,7.66091,30.04,28.56,26.01
2025-09-08,7.65734,30.06,28.56,26.02
2025-09-09,7.65783,30.06,28.56,26.02
2025-09-10,7.65865,30.06,28.56,26.02
2025-09-11,7.65671,30.06,28.56,26.02
2025-09-12,7.6568,30.06,28.56,26.02
2025-09-13,7.6568,30.06,28.56,26.02
2025-09-14,7.6568,30.06,28.56,26.02
2025-09-15,7.6568,30.06,28.56,26.02
2025-09-16,7.65177,29.97,28.48,25.99
2025-09-17,7.65199,29.97,28.48,25.99
2025-09-18,7.65876,29.97,28.48,25.99
2025-09-19,7.65887,29.97,28.48,25.99
2025-09-20,7.65887,29.97,28.48,25.99
2025-09-21,7.65887,29.97,28.48,25.99
2025-09-22,7.65392,29.94,28.45,26.39
2025-09-23,7.65343,29.94,28.45,26.39
2025-09-24,7.65732,29.94,28.45,26.39
2025-09-25,7.66162,29.94,28.45,26.39
2025-09-26,7.65589,29.94,28.45,26.39
2025-09-27,7.65589,29.94,28.45,26.39
2025-09-28,7.65589,29.94,28.45,26.39
2025-09-29,7.65597,29.95,28.45,26.38
2025-09-30,7.65709,29.95,28.45,26.38
2025-10-01,7.65872,29.95,28.45,26.38
2025-10-02,7.66046,29.95,28.45,26.38
2025-10-03,7.65919,29.95,28.45,26.38
2025-10-04,7.65919,29.95,28.45,26.38
2025-10-05,7.65919,29.95,28.45,26.38
2025-10-06,7.65446,29.96,28.46,26.38
2025-10-07,7.65596,29.96,28.46,26.38
